customer_id,country,gender,membership_tier,preferred_category,preferred_device,preferred_payment_method,acquisition_channel,age,total_orders,total_spend_usd,avg_order_value_usd,days_since_last_purchase,reviews_given,avg_review_score,returns_made,wishlist_items,newsletter_subscribed,customer_tenure_days,orders_per_year,reviews_per_order,returns_per_order,churned
C00580,United States,Female,Gold,Clothing & Apparel,Mobile,UPI / Digital Wallet,Paid Ad,30,31,914.82,28.72,30,12,4.0,3,5,1,133,85.13345864661655,0.3870967741935484,0.0967741935483871,0
C00581,United States,Male,Free,Electronics,Tablet,Debit Card,Direct,18,3,161.75,48.51,143,0,3.7,0,2,1,120,9.13125,0.0,0.0,0
C00582,United Kingdom,Female,Free,Electronics,Mobile,Credit Card,Paid Ad,54,33,2000.03,58.25,10,10,4.6,2,1,1,129,93.43604651162791,0.30303030303030304,0.06060606060606061,0
C00583,United States,Female,Free,Pet Supplies,Tablet,PayPal,Organic Search,48,36,2252.89,66.27,4,2,2.8,4,6,1,1252,10.502396166134186,0.05555555555555555,0.1111111111111111,0
C00584,Mexico,Female,Free,Home & Kitchen,Mobile,Debit Card,Paid Ad,24,8,377.7,50.04,15,2,4.4,0,3,0,286,10.216783216783217,0.25,0.0,0
C00585,United States,Male,Free,Electronics,Desktop,PayPal,Organic Search,31,9,835.93,99.99,14,1,4.3,1,0,0,401,8.197630922693268,0.1111111111111111,0.1111111111111111,0
C00586,India,Female,Free,Beauty & Personal Care,Mobile,Credit Card,Organic Search,33,11,1171.25,116.93,48,3,4.6,0,0,0,5,803.5500000000001,0.2727272727272727,0.0,0
C00587,South Africa,Male,Silver,Toys & Games,Mobile,UPI / Digital Wallet,Organic Search,26,7,787.37,124.39,21,0,3.7,0,3,1,492,5.196646341463414,0.0,0.0,0
C00588,Canada,Male,Free,Electronics,Desktop,Credit Card,Organic Search,30,7,516.24,66.13,8,1,4.4,0,7,1,51,50.13235294117648,0.14285714285714285,0.0,0
C00589,Singapore,Female,Gold,Jewelry & Accessories,Mobile,Bank Transfer,Social Media,18,9,1647.0,169.32,28,2,4.1,0,3,0,385,8.538311688311689,0.2222222222222222,0.0,0
C00590,Australia,Male,Free,Food & Grocery,Desktop,Credit Card,Direct,23,4,296.21,84.46,83,1,3.6,0,2,1,829,1.7623642943305189,0.25,0.0,0
C00591,Canada,Male,Free,Automotive,Desktop,Credit Card,Social Media,26,3,1011.33,300.2,92,0,4.2,0,0,0,77,14.23051948051948,0.0,0.0,0
C00592,Japan,Male,Platinum,Sports & Outdoors,Desktop,PayPal,Organic Search,42,9,4559.73,449.37,210,1,3.9,1,7,0,637,5.160518053375196,0.1111111111111111,0.1111111111111111,0
C00593,Canada,Female,Silver,Books,Mobile,PayPal,Direct,44,32,6580.33,190.13,109,6,4.6,4,4,0,286,40.86713286713287,0.1875,0.125,0
C00594,United Kingdom,Female,Free,Electronics,Desktop,Debit Card,Organic Search,37,28,4680.99,166.43,74,7,4.4,2,9,1,545,18.7651376146789,0.25,0.07142857142857142,0
C00595,India,Female,Free,Electronics,Mobile,PayPal,Organic Search,25,2,255.4,112.2,85,0,4.4,0,4,1,930,0.785483870967742,0.0,0.0,0
C00596,United States,Male,Free,Clothing & Apparel,Desktop,Credit Card,Social Media,37,35,2810.18,79.03,0,3,4.5,4,4,1,155,82.47580645161291,0.08571428571428572,0.11428571428571428,0
C00597,South Korea,Male,Free,Sports & Outdoors,Desktop,Debit Card,Paid Ad,18,58,5717.33,105.49,0,7,4.2,6,7,1,1125,18.830666666666666,0.1206896551724138,0.10344827586206896,0
C00598,France,Male,Free,Home & Kitchen,Desktop,Credit Card,Organic Search,34,8,658.26,82.1,10,1,4.8,0,24,0,402,7.26865671641791,0.125,0.0,0
C00599,India,Female,Silver,Health & Wellness,Mobile,PayPal,Organic Search,41,64,6874.4,95.42,24,5,3.7,0,2,1,1618,14.447466007416564,0.078125,0.0,0
C00600,Australia,Female,Free,Books,Mobile,Credit Card,Direct,63,7,1113.8,160.65,131,2,3.3,0,1,0,63,40.583333333333336,0.2857142857142857,0.0,0
C00601,Canada,Male,Silver,Office Supplies,Mobile,Debit Card,Social Media,42,1,51.46,48.17,17,0,4.8,0,7,0,38,9.611842105263158,0.0,0.0,0
C00602,Spain,Female,Free,Beauty & Personal Care,Mobile,UPI / Digital Wallet,Email Campaign,18,18,2378.18,154.78,24,5,4.3,2,19,1,769,8.549414824447334,0.2777777777777778,0.1111111111111111,0
C00603,Brazil,Male,Gold,Books,Mobile,Buy Now Pay Later,Direct,21,6,586.6,108.48,36,0,4.3,0,8,1,218,10.052752293577981,0.0,0.0,0
C00604,United States,Female,Silver,Travel & Luggage,Mobile,Buy Now Pay Later,Social Media,39,48,3505.96,67.08,20,12,4.5,0,0,0,705,24.868085106382978,0.25,0.0,0
C00605,France,Female,Gold,Electronics,Mobile,Debit Card,Email Campaign,47,28,720.25,25.98,92,4,4.7,0,17,1,353,28.971671388101985,0.14285714285714285,0.0,0
C00606,Canada,Female,Free,Electronics,Desktop,UPI / Digital Wallet,Organic Search,30,12,1429.53,119.51,162,4,4.6,0,2,1,558,7.854838709677419,0.3333333333333333,0.0,0
C00607,Canada,Female,Free,Electronics,Desktop,UPI / Digital Wallet,Social Media,27,67,1226.13,21.21,106,18,4.1,3,0,1,870,28.128448275862066,0.26865671641791045,0.04477611940298507,0
C00608,France,Male,Gold,Home & Kitchen,Desktop,Debit Card,Direct,27,47,8759.82,213.31,45,11,4.3,1,24,1,1065,16.119014084507043,0.23404255319148937,0.02127659574468085,0
C00609,Mexico,Male,Silver,Food & Grocery,Mobile,Credit Card,Email Campaign,28,60,2759.34,42.73,9,23,4.8,8,2,1,896,24.458705357142858,0.38333333333333336,0.13333333333333333,0
C00610,Mexico,Male,Free,Sports & Outdoors,Desktop,Debit Card,Direct,58,7,631.57,86.55,78,0,4.6,0,9,1,343,7.454081632653062,0.0,0.0,0
C00611,United States,Male,Platinum,Pet Supplies,Desktop,Credit Card,Organic Search,32,2,107.31,50.64,5,0,4.7,0,11,1,27,27.055555555555557,0.0,0.0,1
C00612,South Korea,Female,Silver,Beauty & Personal Care,Mobile,Debit Card,Organic Search,36,3,421.71,127.65,8,1,4.1,0,6,1,55,19.922727272727272,0.3333333333333333,0.0,0
C00613,United States,Female,Gold,Food & Grocery,Mobile,Credit Card,Social Media,49,20,1372.66,70.32,33,6,3.2,2,11,1,718,10.174094707520892,0.3,0.1,0
C00614,United States,Female,Free,Electronics,Mobile,PayPal,Organic Search,34,2,70.38,33.63,10,0,4.5,0,3,0,2535,0.2881656804733728,0.0,0.0,1
C00615,Australia,Female,Free,Toys & Games,Mobile,Credit Card,Organic Search,24,4,864.5,214.69,144,1,3.9,0,2,1,231,6.324675324675324,0.25,0.0,0
C00616,Germany,Male,Silver,Books,Mobile,Credit Card,Organic Search,30,4,159.99,37.08,15,1,4.6,0,2,0,137,10.664233576642335,0.25,0.0,0
C00617,Germany,Female,Gold,Jewelry & Accessories,Mobile,Debit Card,Email Campaign,18,30,3807.69,110.65,2,9,3.3,2,3,1,1199,9.138865721434529,0.3,0.06666666666666667,0
C00618,United Kingdom,Female,Free,Sports & Outdoors,Mobile,Debit Card,Social Media,20,13,5180.82,449.7,143,1,3.9,1,8,0,318,14.931603773584905,0.07692307692307693,0.07692307692307693,0
C00619,United States,Male,Silver,Travel & Luggage,Desktop,Debit Card,Organic Search,40,17,1394.93,76.78,43,2,3.7,1,1,0,214,29.015186915887853,0.11764705882352941,0.058823529411764705,0
C00620,United Kingdom,Female,Free,Food & Grocery,Desktop,Credit Card,Direct,37,24,1483.41,60.12,15,7,4.2,0,28,0,411,21.32846715328467,0.2916666666666667,0.0,0
C00621,United States,Female,Gold,Food & Grocery,Mobile,Credit Card,Paid Ad,35,2,120.61,58.05,17,0,4.5,0,4,1,1188,0.61489898989899,0.0,0.0,0
C00622,Italy,Male,Free,Books,Desktop,Debit Card,Social Media,20,5,1255.06,226.35,0,1,4.4,0,0,1,6,304.375,0.2,0.0,0
C00623,Germany,Female,Silver,Books,Mobile,PayPal,Direct,45,4,1470.94,327.48,25,1,4.3,0,5,1,159,9.18867924528302,0.25,0.0,0
C00624,India,Male,Free,Food & Grocery,Desktop,PayPal,Paid Ad,18,53,5634.33,110.48,38,10,4.6,1,0,0,127,152.42716535433073,0.18867924528301888,0.018867924528301886,0
C00625,France,Female,Free,Home & Kitchen,Desktop,Debit Card,Email Campaign,41,41,2043.49,49.03,45,11,4.9,4,5,0,13,1151.9423076923076,0.2682926829268293,0.0975609756097561,0
C00626,United States,Female,Free,Clothing & Apparel,Desktop,Credit Card,Organic Search,62,2,70.23,36.11,12,0,4.3,0,10,0,381,1.9173228346456694,0.0,0.0,0
C00627,India,Male,Free,Electronics,Mobile,Debit Card,Organic Search,43,2,156.94,78.98,15,0,4.4,0,2,0,522,1.3994252873563218,0.0,0.0,0
C00628,United States,Male,Platinum,Beauty & Personal Care,Desktop,PayPal,Social Media,43,76,4546.96,66.85,5,20,3.8,10,0,0,228,121.74999999999999,0.2631578947368421,0.13157894736842105,0
C00629,United States,Male,Free,Clothing & Apparel,Mobile,Credit Card,Paid Ad,20,1,48.06,55.22,14,0,4.7,0,5,1,139,2.6276978417266186,0.0,0.0,1
C00630,Australia,Female,Free,Books,Desktop,PayPal,Social Media,18,9,358.34,42.89,108,1,4.6,1,3,1,143,22.987762237762237,0.1111111111111111,0.1111111111111111,1
C00631,France,Female,Silver,Sports & Outdoors,Desktop,UPI / Digital Wallet,Paid Ad,27,15,1100.79,75.33,69,4,4.2,2,1,0,176,31.129261363636363,0.26666666666666666,0.13333333333333333,0
C00632,India,Female,Gold,Sports & Outdoors,Desktop,Debit Card,Organic Search,22,27,2383.1,101.48,3,7,4.0,2,1,1,1378,7.156567489114659,0.25925925925925924,0.07407407407407407,0
C00633,United Kingdom,Female,Free,Travel & Luggage,Mobile,Debit Card,Organic Search,29,10,203.77,23.45,14,3,3.8,1,2,1,451,8.098669623059866,0.3,0.1,0
C00634,United Kingdom,Male,Free,Jewelry & Accessories,Desktop,UPI / Digital Wallet,Organic Search,18,6,2471.7,385.03,6,1,3.4,0,7,0,769,2.8498049414824447,0.16666666666666666,0.0,0
C00635,United States,Female,Free,Beauty & Personal Care,Mobile,PayPal,Paid Ad,33,26,1903.74,68.16,3,8,4.6,3,9,1,1510,6.289072847682119,0.3076923076923077,0.11538461538461539,0
C00636,India,Male,Gold,Health & Wellness,Mobile,Debit Card,Social Media,29,15,1337.57,82.18,12,1,4.0,0,0,0,417,13.138489208633093,0.06666666666666667,0.0,0
C00637,Brazil,Male,Free,Sports & Outdoors,Mobile,Debit Card,Direct,23,2,183.7,98.76,145,0,3.1,0,3,0,1060,0.6891509433962264,0.0,0.0,0
C00638,United States,Male,Free,Home & Kitchen,Mobile,Credit Card,Social Media,33,40,4939.86,111.49,63,2,3.9,0,1,0,401,36.433915211970074,0.05,0.0,0
C00639,United Kingdom,Male,Gold,Clothing & Apparel,Mobile,Buy Now Pay Later,Organic Search,50,45,4934.89,128.09,106,4,3.3,5,4,1,985,16.686548223350254,0.08888888888888889,0.1111111111111111,0
C00640,United States,Male,Silver,Pet Supplies,Desktop,Credit Card,Social Media,35,14,1433.13,98.74,86,2,4.2,1,14,1,476,10.742647058823529,0.14285714285714285,0.07142857142857142,0
C00641,Turkey,Male,Free,Electronics,Desktop,Bank Transfer,Referral,33,4,508.96,120.11,106,1,3.3,0,1,1,440,3.3204545454545458,0.25,0.0,0
C00642,India,Male,Free,Books,Desktop,Credit Card,Social Media,36,6,177.9,26.36,15,1,4.0,0,4,0,1781,1.2304884896125772,0.16666666666666666,0.0,0
C00643,United States,Female,Gold,Home & Kitchen,Mobile,UPI / Digital Wallet,Email Campaign,28,35,1109.12,29.19,14,9,3.7,3,11,1,307,41.640879478827365,0.2571428571428571,0.08571428571428572,0
C00644,India,Male,Silver,Toys & Games,Desktop,Debit Card,Social Media,40,5,268.02,49.23,34,1,4.2,0,22,1,864,2.1137152777777777,0.2,0.0,1
C00645,Spain,Male,Free,Beauty & Personal Care,Mobile,Credit Card,Referral,18,33,3875.23,121.65,50,3,4.3,1,0,0,465,25.920967741935485,0.09090909090909091,0.030303030303030304,1
C00646,Australia,Female,Platinum,Beauty & Personal Care,Mobile,Credit Card,Social Media,24,43,18326.52,380.44,185,9,4.6,0,2,1,270,58.169444444444444,0.20930232558139536,0.0,0
C00647,France,Female,Free,Office Supplies,Desktop,UPI / Digital Wallet,Social Media,31,15,648.27,47.41,79,1,4.6,1,1,0,135,40.583333333333336,0.06666666666666667,0.06666666666666667,0
C00648,Germany,Female,Gold,Food & Grocery,Mobile,Debit Card,Email Campaign,49,3,323.62,116.59,91,0,4.1,0,3,1,208,5.268028846153846,0.0,0.0,0
C00649,France,Male,Free,Health & Wellness,Tablet,Bank Transfer,Social Media,68,1,117.04,130.04,59,0,4.1,0,7,1,782,0.4670716112531969,0.0,0.0,0
C00650,India,Female,Free,Automotive,Mobile,Bank Transfer,Organic Search,46,34,834.98,21.39,139,10,4.5,1,8,1,111,111.87837837837837,0.29411764705882354,0.029411764705882353,0
C00651,Canada,Male,Free,Jewelry & Accessories,Mobile,Credit Card,Email Campaign,30,9,330.22,39.69,231,0,4.5,0,2,0,1053,3.121794871794872,0.0,0.0,0
C00652,India,Male,Gold,Electronics,Mobile,PayPal,Paid Ad,19,26,1082.64,47.21,69,8,3.7,2,29,1,140,67.83214285714286,0.3076923076923077,0.07692307692307693,0
C00653,Australia,Female,Free,Electronics,Mobile,PayPal,Referral,34,10,909.99,92.21,106,0,4.3,0,8,0,28,130.44642857142858,0.0,0.0,0
C00654,United States,Female,Silver,Beauty & Personal Care,Mobile,Credit Card,Referral,47,25,522.56,20.28,126,5,4.3,0,5,1,188,48.57047872340425,0.2,0.0,0
C00655,India,Male,Gold,Travel & Luggage,Mobile,UPI / Digital Wallet,Direct,21,19,1055.71,63.4,3,5,4.9,2,4,1,542,12.803966789667896,0.2631578947368421,0.10526315789473684,0
C00656,Australia,Female,Free,Automotive,Desktop,PayPal,Email Campaign,34,21,1894.71,85.59,132,7,4.3,2,14,1,272,28.199448529411764,0.3333333333333333,0.09523809523809523,0
C00657,Netherlands,Male,Gold,Electronics,Desktop,Debit Card,Organic Search,37,3,248.03,80.06,21,0,3.8,0,6,1,235,4.662765957446808,0.0,0.0,0
C00658,France,Male,Gold,Food & Grocery,Mobile,PayPal,Organic Search,54,29,5643.05,218.03,50,9,4.0,0,2,1,391,27.09015345268542,0.3103448275862069,0.0,0
C00659,Japan,Female,Free,Travel & Luggage,Mobile,PayPal,Organic Search,56,11,187.5,15.02,53,3,3.9,1,0,1,180,22.320833333333333,0.2727272727272727,0.09090909090909091,0
C00660,France,Male,Free,Beauty & Personal Care,Desktop,PayPal,Email Campaign,37,6,406.31,66.14,38,1,4.4,0,4,1,1190,1.841596638655462,0.16666666666666666,0.0,0
C00661,India,Female,Free,Electronics,Mobile,PayPal,Social Media,18,44,2110.46,52.63,12,2,4.5,5,0,0,221,72.71945701357465,0.045454545454545456,0.11363636363636363,0
C00662,India,Female,Silver,Home & Kitchen,Desktop,PayPal,Paid Ad,40,9,989.72,125.37,109,2,3.1,0,5,0,522,6.2974137931034475,0.2222222222222222,0.0,0
C00663,United States,Male,Free,Sports & Outdoors,Mobile,Debit Card,Paid Ad,38,33,14931.56,439.01,82,5,4.3,0,0,1,118,102.14618644067797,0.15151515151515152,0.0,0
C00664,United States,Female,Free,Books,Mobile,UPI / Digital Wallet,Organic Search,39,20,1598.69,85.62,120,2,4.4,1,0,1,1959,3.728943338437978,0.1,0.05,0
C00665,United States,Female,Gold,Office Supplies,Mobile,Buy Now Pay Later,Social Media,48,22,2878.45,123.11,62,1,3.9,1,20,1,454,17.69933920704846,0.045454545454545456,0.045454545454545456,0
C00666,United States,Female,Free,Beauty & Personal Care,Mobile,Debit Card,Social Media,38,5,78.35,13.64,104,0,3.5,0,17,0,1302,1.4026497695852536,0.0,0.0,0
C00667,United States,Female,Gold,Beauty & Personal Care,Desktop,Credit Card,Paid Ad,37,13,565.61,45.38,6,4,3.8,1,1,1,286,16.602272727272727,0.3076923076923077,0.07692307692307693,0
C00668,United States,Male,Free,Jewelry & Accessories,Desktop,Debit Card,Email Campaign,46,9,579.49,58.64,65,0,3.7,1,8,1,1124,2.9245996441281137,0.0,0.1111111111111111,0
C00669,Germany,Male,Silver,Electronics,Mobile,Credit Card,Paid Ad,23,8,596.26,69.62,148,2,4.5,1,9,0,823,3.5504252733900366,0.25,0.125,0
C00670,United States,Female,Free,Clothing & Apparel,Mobile,Buy Now Pay Later,Paid Ad,18,29,4296.96,148.31,78,7,4.8,3,26,0,59,179.52966101694915,0.2413793103448276,0.10344827586206896,0
C00671,Canada,Male,Free,Electronics,Desktop,PayPal,Organic Search,27,22,1645.95,81.37,33,2,4.4,2,2,1,53,151.6132075471698,0.09090909090909091,0.09090909090909091,0
C00672,United States,Male,Silver,Jewelry & Accessories,Tablet,Bank Transfer,Email Campaign,32,6,457.86,77.36,2,0,4.1,0,11,0,1945,1.1267352185089974,0.0,0.0,0
C00673,Spain,Male,Free,Sports & Outdoors,Desktop,UPI / Digital Wallet,Email Campaign,22,9,783.57,76.87,43,1,4.1,0,6,0,366,8.98155737704918,0.1111111111111111,0.0,0
C00674,India,Male,Free,Sports & Outdoors,Desktop,Credit Card,Paid Ad,34,30,4148.7,150.74,76,7,4.4,1,1,1,479,22.87578288100209,0.23333333333333334,0.03333333333333333,0
C00675,Australia,Female,Free,Home & Kitchen,Mobile,Credit Card,Email Campaign,50,12,293.13,21.3,47,3,4.4,0,4,0,255,17.188235294117646,0.25,0.0,0
C00676,United States,Male,Free,Clothing & Apparel,Mobile,Credit Card,Organic Search,20,12,1369.1,103.62,30,3,4.9,0,2,1,71,61.73239436619718,0.25,0.0,0
C00677,India,Female,Platinum,Clothing & Apparel,Mobile,Credit Card,Email Campaign,45,16,1354.85,76.12,58,3,4.4,2,14,0,71,82.30985915492957,0.1875,0.125,0
C00678,UAE,Female,Gold,Clothing & Apparel,Desktop,Debit Card,Social Media,20,8,1326.26,185.46,38,0,4.3,0,0,1,652,4.4815950920245395,0.0,0.0,0
C00679,United States,Female,Free,Electronics,Mobile,Credit Card,Social Media,45,2,102.42,59.36,11,0,4.4,0,3,0,351,2.081196581196581,0.0,0.0,0
C00680,United States,Male,Free,Beauty & Personal Care,Desktop,Credit Card,Referral,31,18,1266.52,79.33,45,6,3.0,1,2,0,268,24.531716417910445,0.3333333333333333,0.05555555555555555,0
C00681,Japan,Female,Free,Sports & Outdoors,Desktop,Buy Now Pay Later,Organic Search,34,22,1788.62,94.52,89,4,4.0,2,8,1,481,16.705821205821206,0.18181818181818182,0.09090909090909091,0
C00682,Japan,Female,Free,Beauty & Personal Care,Mobile,Buy Now Pay Later,Organic Search,51,5,407.38,89.3,135,1,2.7,0,1,1,738,2.474593495934959,0.2,0.0,0
C00683,India,Female,Silver,Sports & Outdoors,Desktop,PayPal,Social Media,29,3,391.52,124.54,10,0,4.5,0,0,1,1829,0.5990978676872608,0.0,0.0,0
C00684,Singapore,Female,Free,Clothing & Apparel,Mobile,Debit Card,Paid Ad,37,8,385.28,53.57,38,0,3.6,0,6,1,632,4.6234177215189876,0.0,0.0,0
C00685,India,Male,Gold,Clothing & Apparel,Mobile,Debit Card,Referral,19,12,3695.3,311.23,47,1,4.3,1,9,0,22,199.22727272727272,0.08333333333333333,0.08333333333333333,0
C00686,United States,Female,Gold,Books,Mobile,Debit Card,Paid Ad,54,8,365.88,50.91,24,3,4.8,0,8,0,118,24.76271186440678,0.375,0.0,0
C00687,United States,Male,Free,Sports & Outdoors,Mobile,Buy Now Pay Later,Social Media,18,9,748.43,93.18,161,1,4.2,1,1,0,145,22.670689655172414,0.1111111111111111,0.1111111111111111,0
C00688,France,Female,Silver,Health & Wellness,Desktop,PayPal,Direct,35,3,128.96,42.6,41,0,3.7,0,4,1,479,2.287578288100209,0.0,0.0,0
C00689,United States,Other,Free,Sports & Outdoors,Mobile,UPI / Digital Wallet,Social Media,43,24,1407.33,60.57,1,3,4.6,1,3,0,799,10.971214017521902,0.125,0.041666666666666664,0
C00690,Germany,Male,Free,Health & Wellness,Mobile,Debit Card,Social Media,41,9,397.84,48.15,42,1,2.9,1,2,1,189,17.392857142857142,0.1111111111111111,0.1111111111111111,0
C00691,India,Female,Free,Clothing & Apparel,Desktop,UPI / Digital Wallet,Referral,40,6,180.66,26.56,0,2,3.5,0,4,0,117,18.730769230769234,0.3333333333333333,0.0,1
C00692,United States,Male,Silver,Jewelry & Accessories,Mobile,Credit Card,Direct,39,1,39.06,36.04,233,0,4.0,0,2,0,13,28.096153846153843,0.0,0.0,1
C00693,United States,Female,Gold,Electronics,Mobile,Credit Card,Social Media,40,22,1293.48,59.41,202,5,4.1,0,2,0,260,30.90576923076923,0.22727272727272727,0.0,1
C00694,United Kingdom,Male,Gold,Clothing & Apparel,Tablet,Debit Card,Email Campaign,29,27,1876.31,76.53,46,9,3.6,3,4,0,999,9.871621621621623,0.3333333333333333,0.1111111111111111,1
C00695,United States,Female,Gold,Sports & Outdoors,Mobile,Credit Card,Organic Search,25,9,527.09,53.98,20,1,4.9,0,2,0,576,5.70703125,0.1111111111111111,0.0,0
C00696,United States,Female,Free,Clothing & Apparel,Mobile,Credit Card,Paid Ad,43,23,875.81,35.11,80,8,4.5,2,9,0,825,10.182727272727274,0.34782608695652173,0.08695652173913043,0
C00697,Netherlands,Male,Free,Home & Kitchen,Mobile,PayPal,Social Media,53,12,658.78,59.26,23,2,4.9,0,6,0,77,56.92207792207792,0.16666666666666666,0.0,0
C00698,Australia,Male,Silver,Health & Wellness,Mobile,UPI / Digital Wallet,Paid Ad,45,10,1116.27,119.25,1,2,3.6,0,1,1,1052,3.4719581749049433,0.2,0.0,0
C00699,United States,Female,Free,Travel & Luggage,Mobile,Credit Card,Email Campaign,26,1,58.32,65.68,64,0,4.0,0,0,1,1476,0.24745934959349591,0.0,0.0,0
C00700,Poland,Female,Silver,Books,Desktop,Credit Card,Organic Search,41,28,2564.94,94.84,40,10,4.1,1,3,1,939,10.891373801916933,0.35714285714285715,0.03571428571428571,0
C00701,United States,Female,Gold,Electronics,Mobile,Credit Card,Email Campaign,31,22,1586.89,63.17,14,4,3.6,0,2,1,905,8.87900552486188,0.18181818181818182,0.0,0
C00702,Brazil,Male,Gold,Books,Desktop,Debit Card,Social Media,62,7,396.45,49.49,142,0,3.5,1,0,1,1166,2.192753001715266,0.0,0.14285714285714285,0
C00703,Brazil,Male,Gold,Clothing & Apparel,Tablet,PayPal,Direct,52,9,2080.41,219.32,22,1,3.9,1,2,1,1286,2.556181959564541,0.1111111111111111,0.1111111111111111,0
C00704,Netherlands,Female,Free,Health & Wellness,Mobile,Debit Card,Organic Search,21,18,470.58,24.6,63,1,4.5,1,7,1,734,8.957084468664851,0.05555555555555555,0.05555555555555555,0
C00705,France,Male,Silver,Electronics,Desktop,PayPal,Email Campaign,41,12,1300.53,122.79,47,1,4.6,1,1,1,2096,2.0911259541984735,0.08333333333333333,0.08333333333333333,0
C00706,United States,Male,Gold,Home & Kitchen,Mobile,Credit Card,Paid Ad,33,2,298.66,134.19,0,0,3.6,0,2,0,34,21.485294117647058,0.0,0.0,0
C00707,United States,Female,Platinum,Clothing & Apparel,Desktop,Credit Card,Social Media,38,22,3682.06,174.72,46,5,2.5,2,7,1,540,14.880555555555556,0.22727272727272727,0.09090909090909091,0
C00708,United States,Male,Free,Travel & Luggage,Mobile,Credit Card,Social Media,44,8,534.67,75.62,206,1,4.0,0,4,1,1351,2.162842339008142,0.125,0.0,1
C00709,United States,Male,Free,Office Supplies,Desktop,PayPal,Organic Search,18,5,206.69,38.96,100,1,4.4,0,3,1,475,3.844736842105263,0.2,0.0,0
C00710,Australia,Male,Free,Food & Grocery,Desktop,Debit Card,Paid Ad,31,1,17.8,16.86,107,0,3.9,0,2,0,784,0.4658801020408163,0.0,0.0,0
C00711,United States,Male,Free,Home & Kitchen,Mobile,UPI / Digital Wallet,Email Campaign,32,48,10448.07,233.96,0,2,3.9,7,9,0,534,32.831460674157306,0.041666666666666664,0.14583333333333334,0
C00712,United States,Female,Free,Automotive,Desktop,Credit Card,Social Media,43,9,269.4,27.35,79,1,3.3,0,7,1,198,16.602272727272727,0.1111111111111111,0.0,0
C00713,Mexico,Female,Silver,Sports & Outdoors,Mobile,Cryptocurrency,Paid Ad,42,14,499.61,35.51,30,1,3.3,1,3,1,84,60.875,0.07142857142857142,0.07142857142857142,0
C00714,United States,Female,Silver,Sports & Outdoors,Mobile,Bank Transfer,Organic Search,56,12,265.05,23.57,13,1,4.9,1,0,1,312,14.048076923076923,0.08333333333333333,0.08333333333333333,0
C00715,France,Female,Platinum,Food & Grocery,Mobile,Credit Card,Email Campaign,48,75,19449.63,279.02,4,7,4.2,7,8,0,369,74.23780487804878,0.09333333333333334,0.09333333333333334,0
C00716,France,Female,Free,Toys & Games,Desktop,Credit Card,Direct,48,68,4839.53,82.47,53,7,4.3,7,2,1,321,77.37383177570094,0.10294117647058823,0.10294117647058823,0
C00717,Turkey,Male,Gold,Clothing & Apparel,Mobile,Credit Card,Direct,18,14,654.03,46.65,288,2,4.6,1,0,1,984,5.196646341463414,0.14285714285714285,0.07142857142857142,1
C00718,India,Male,Free,Electronics,Tablet,Debit Card,Email Campaign,56,19,5467.4,309.02,132,7,3.6,1,6,1,437,15.880434782608695,0.3684210526315789,0.05263157894736842,0
C00719,India,Male,Silver,Home & Kitchen,Mobile,PayPal,Organic Search,50,11,527.7,52.58,16,3,3.8,0,4,1,972,4.133487654320988,0.2727272727272727,0.0,0
C00720,United Kingdom,Female,Silver,Food & Grocery,Mobile,UPI / Digital Wallet,Organic Search,18,38,1446.43,34.52,93,11,4.5,3,6,1,251,55.29681274900398,0.2894736842105263,0.07894736842105263,0
C00721,South Korea,Male,Free,Books,Mobile,Debit Card,Email Campaign,36,4,274.85,80.7,24,1,4.8,0,8,1,567,2.5767195767195767,0.25,0.0,1
C00722,United Kingdom,Male,Silver,Home & Kitchen,Mobile,UPI / Digital Wallet,Direct,31,26,1956.6,77.91,42,9,4.9,0,0,0,564,16.83776595744681,0.34615384615384615,0.0,0
C00723,Canada,Female,Silver,Electronics,Mobile,Credit Card,Email Campaign,45,3,256.76,92.79,77,0,4.6,0,10,1,132,8.301136363636363,0.0,0.0,0
C00724,Japan,Male,Free,Electronics,Desktop,Credit Card,Email Campaign,39,16,1499.25,88.64,22,5,4.8,0,3,1,583,10.024013722126929,0.3125,0.0,0
C00725,Canada,Other,Free,Books,Desktop,Debit Card,Paid Ad,27,3,112.58,43.72,12,1,4.5,0,0,0,505,2.1698019801980197,0.3333333333333333,0.0,0
C00726,United States,Male,Free,Electronics,Mobile,PayPal,Organic Search,50,2,223.11,101.73,114,0,4.8,0,3,1,1499,0.4873248832555037,0.0,0.0,1
C00727,Mexico,Male,Free,Electronics,Desktop,Buy Now Pay Later,Direct,42,6,1062.47,205.37,44,1,4.2,0,1,1,377,5.812997347480106,0.16666666666666666,0.0,0
C00728,Mexico,Female,Gold,Home & Kitchen,Mobile,Buy Now Pay Later,Organic Search,18,13,291.51,23.2,7,4,4.3,1,1,1,44,107.91477272727273,0.3076923076923077,0.07692307692307693,0
C00729,India,Female,Silver,Office Supplies,Mobile,Credit Card,Referral,23,1,94.18,84.42,12,0,4.2,0,4,1,528,0.6917613636363635,0.0,0.0,0
C00730,United States,Male,Gold,Food & Grocery,Desktop,PayPal,Organic Search,44,10,510.07,52.96,4,1,4.2,0,19,0,1081,3.37881591119334,0.1,0.0,0
